Date,Description,Item Category,Material Category,Cost Price,Cash,Credit,Finance,Others,Total Sale,gender,age,visit_frequency,satisfaction_rating
"Friday, March 5, 2021",10k bracelet bracelet,Bracelet,10k Gold,134.4,284.0,,,,284.0,Male,19.0,Occasional,4.6
"Friday, March 5, 2021",silver chain only,Chain,Silver,30.0,,95.38,,,95.38,Female,20.0,Rare,3.9
"Saturday, March 6, 2021",silver ring,Ring,Silver,20.0,,180.0,,,180.0,Male,64.0,Regular,4.1
"Saturday, March 6, 2021",tecno watch,Watch,FJ,12.0,60.0,,,,60.0,Female,40.0,Regular,4.8
"Saturday, March 6, 2021",fj chain and charm,Chain and Charm,FJ,100.0,20.0,200.0,,,220.0,Female,65.0,Occasional,3.8
"Saturday, March 6, 2021",silver chain and charm,Chain and Charm,Silver,30.0,130.0,,,,130.0,Female,40.0,Rare,3.5
"Saturday, March 6, 2021",silver chain and charm,Chain and Charm,Silver,32.0,170.0,,,,170.0,Male,47.0,Occasional,4.9
"Saturday, March 6, 2021",repiar,Custom Repairs,,,10.0,,,,10.0,Male,24.0,Occasional,3.8
"Saturday, March 6, 2021",fj cuban chain,Chain,FJ,40.0,,318.0,,,318.0,Male,34.0,Regular,3.9
"Saturday, March 6, 2021",10k gold charm,Charm,10k Gold,64.0,,159.0,,,159.0,Others,46.0,Regular,3.4
"Saturday, March 6, 2021",silver studs,Studs,Silver,10.0,,42.4,,,42.4,Others,21.0,Rare,4.5
"Saturday, March 6, 2021",repiar x3,Custom Repairs,,20.0,,98.6,,,98.6,Female,57.0,Occasional,3.9
"Saturday, March 6, 2021",layaway pick up,Chain and Charm,10k Gold,,,1363.68,,,1363.68,Female,64.0,Occasional,4.9
"Saturday, March 6, 2021",diamond studs,Studs,Silver/Diamond,45.0,111.0,,,,111.0,Male,39.0,Regular,4.4
"Saturday, March 6, 2021",fj chain and charm,Chain and Charm,FJ,30.0,100.0,138.5,,,238.5,Male,44.0,Occasional,4.5
"Saturday, March 6, 2021",10k gold ice chain,chain,10k Gold,588.8,,838.8,,,838.8,Male,68.0,Occasional,4.9
"Saturday, March 6, 2021",gold/pendant,Charm,Gold/Diamond,215.0,,461.2,,,461.2,Male,60.0,Regular,4.1
"Saturday, March 6, 2021",charm sil,Charm,Silver,,65.0,,,,65.0,Male,54.0,Occasional,4.8
"Saturday, March 6, 2021",sil charm,Chain and Charm,Silver,15.0,,84.78,,,84.78,Female,57.0,Occasional,4.1
"Sunday, March 7, 2021",silver chain,Chain,10k Gold,,,37.1,,,37.1,Others,64.0,Regular,3.5
"Sunday, March 7, 2021",silver studs,Studs,Silver,8.0,,47.7,,,47.7,Female,51.0,Regular,4.6
"Sunday, March 7, 2021",10k rope chain,Chain,10k Gold,112.0,,212.0,,,212.0,Male,69.0,Occasional,3.6
"Sunday, March 7, 2021",10k chain and charm,Chain and Charm,10k Gold,160.0,,265.0,,,265.0,Female,53.0,Regular,3.3
"Sunday, March 7, 2021",gold hoop,Hoops,10k Gold,35.0,,153.7,,,153.7,Female,58.0,Rare,3.3
"Sunday, March 7, 2021",st st chain and charm,Chain and Charm,St. Steel,10.0,45.0,,,,45.0,Female,40.0,Regular,4.4
"Monday, March 8, 2021",gos charm,Chain and Charm,Silver,44.0,130.0,,,,130.0,Male,67.0,Regular,4.7
"Monday, March 8, 2021",10k bracelet,Bracelet,10k Gold,460.0,,742.0,,,742.0,Female,22.0,Regular,4.7
"Monday, March 8, 2021",10k gold charm and chain,Chain and Charm,10k Gold,213.8,300.0,,,,300.0,Male,32.0,Regular,3.8
"Monday, March 8, 2021",tungstung ring,Ring,Tungsten,18.0,190.0,,,,190.0,Male,67.0,Regular,3.4
"Monday, March 8, 2021",sil/gold chain,Chain,Silver,20.0,,127.2,,,127.2,Male,57.0,Occasional,3.8
"Monday, March 8, 2021",10k gold chain layaway,Chain,10k Gold,224.0,,20.0,,,20.0,Male,30.0,Regular,3.6
"Monday, March 8, 2021",10k gold chain,Chain,10k Gold,166.4,,291.0,,,291.0,Male,30.0,Occasional,4.8
"Tuesday, March 9, 2021",invicta watch,Watch,Invicta,41.0,,115.5,,,115.5,Female,32.0,Occasional,3.5
"Tuesday, March 9, 2021",gos chain,Chain,10k Gold,100.0,,291.5,,,291.5,Others,46.0,Regular,4.3
"Tuesday, March 9, 2021",14k band,Ring,14k Gold,54.0,114.0,,,,114.0,Female,39.0,Occasional,3.6
"Tuesday, March 9, 2021",silver studs,Studs,Silver,3.0,,26.5,,,26.5,Female,22.0,Occasional,4.4
"Wednesday, March 10, 2021",10k gold chain and charm,Chain and Charm,10k Gold,249.6,460.0,,,,460.0,Female,41.0,Regular,3.4
"Wednesday, March 10, 2021",movado watch,Watch,Boluva,388.0,,848.0,,,848.0,Female,41.0,Regular,4.7
"Wednesday, March 10, 2021",silver bamboo earring,Hoops,Silver,24.0,,318.0,,,318.0,Male,61.0,Occasional,4.4
"Wednesday, March 10, 2021",invicta watch,Watch,Invicta,70.0,,189.21,,,189.21,Male,36.0,Regular,3.7
"Wednesday, March 10, 2021",silver studs,Studs,Silver,10.0,,74.2,,,74.2,Male,21.0,Regular,4.2
"Wednesday, March 10, 2021",14k studs,Studs,14k Gold,10.0,,30.0,,,30.0,Male,59.0,Occasional,4.4
"Wednesday, March 10, 2021",10k hoop,Hoops,10k Gold,48.0,,129.0,,,129.0,Male,39.0,Occasional,3.8
"Wednesday, March 10, 2021",10k gold fronts x 6,Custom Fronts,10k Gold,204.0,,318.0,,,318.0,Male,70.0,Regular,4.6
"Wednesday, March 10, 2021",cuban chain on layaway,Chain,FJ,80.0,,30.0,,,30.0,Others,37.0,Occasional,4.0
"Thursday, March 11, 2021",name necklace,Custom Name Necklace,10k Gold,130.0,,392.2,,,392.2,Female,64.0,Occasional,3.9
"Thursday, March 11, 2021",10k gold chain and charm,Chain and Charm,10k Gold,224.0,,477.0,,,477.0,Female,26.0,Occasional,3.5
"Thursday, March 11, 2021",10k gold bracelet,Bracelet,14k Gold,100.0,,200.0,,,200.0,Female,57.0,Regular,4.8
"Friday, March 12, 2021",tennis chain,Chain,FJ,14.0,,83.02,,,83.02,Female,64.0,Rare,4.8
"Friday, March 12, 2021",silver chain,Chain,Silver,10.0,,75.0,,,75.0,Female,67.0,Occasional,5.0
"Friday, March 12, 2021",st st bracelet,Bracelet,St. Steel,10.0,,75.0,,,75.0,Male,55.0,Occasional,4.8
"Friday, March 12, 2021",repiar,Custom Repairs,,,,20.0,,,20.0,Female,32.0,Occasional,3.3
"Friday, March 12, 2021",sil chain,Chain,Silver,20.0,,78.0,,,78.0,Female,61.0,Regular,4.9
"Friday, March 12, 2021",tennis chain,Chain,FJ,34.0,,102.0,,,102.0,Male,28.0,Rare,4.1
